sent0	sent1	hard_neg
who won 2012 presidential election in <e>?	ns:business.employer.employees ?y .?y ns:business.employment_tenure.person ?x .	ns:government.governmental_jurisdiction.governing_officials ?y .?y ns:government.government_position_held.appointed_by ?x .
who is the founder of the <e> church?	ns:people.person.places_lived ?y .?y ns:people.place_lived.person ?x .	ns:organization.organization_founder.organizations_founded ?y .?y ns:common.topic.notable_types ?x .
who is the owner and creater of the company <e>?	ns:award.award_winning_work.awards_won ?y .?y ns:award.award_honor.award_winner ?x .	ns:organization.organization.board_members ?y .?y ns:organization.organization_board_membership.title ?x .
what is happening in <e> right now?	ns:military.military_combatant.military_commanders ?y .?y ns:military.military_command.military_conflict ?x .	ns:location.location.events ?y .?y ns:base.culturalevent.event.entity_involved ?x .
who was born on the same day as <e>	ns:people.person.education ?y .?y ns:education.education.student ?x .	ns:people.person.gender ?y .?y ns:biology.hybrid_parent_gender.hybrids ?x .
who does <e> play for 2011?	ns:sports.pro_athlete.teams ?y .?y ns:sports.sports_team_roster.team ?x .	ns:soccer.football_player.statistics ?y .?y ns:soccer.football_player_stats.to ?x .
what is the second official language of <e>?	ns:location.country.official_language ?x .	ns:type.object.type ?x .
who is the political leader of <e>?	ns:government.governmental_jurisdiction.governing_officials ?y .?y ns:government.government_position_held.office_holder ?x .	ns:government.governmental_jurisdiction.agencies ?y .?y ns:government.government_agency.predecessor_agency ?x .
who was the author of the poem <e>?	ns:book.written_work.author ?x .	ns:type.object.type ?x .
who is the leader of <e> right now?	ns:government.governmental_jurisdiction.governing_officials ?y .?y ns:government.government_position_held.office_holder ?x .	ns:military.military_combatant.military_commanders ?y .?y ns:military.military_command.military_commander ?x .
when was the first pope of the <e>?	ns:religion.religious_organization.leaders ?y .?y ns:religion.religious_organization_leadership.start_date ?x .	ns:base.propositions.proposition_issue.supported_by ?y .?y ns:base.propositions.proposition.in_support_of ?x .
what team did <e> play for before man city?	ns:sports.pro_athlete.teams ?y .?y ns:sports.sports_team_roster.team ?x .	ns:soccer.football_player.matches_played ?y .?y ns:soccer.football_player_match_participation.part_of_starting_lineup ?x .
what kind of government does <e> have now?	ns:location.country.form_of_government ?x .	ns:location.statistical_region.gender_balance_members_of_parliament ?x .
who is the german god of <e>?	ns:base.grecoromanmythology.greek_deity.roman_equivalent ?x .	ns:common.topic.article ?x .
who was the actress in the movie <e>?	ns:film.film.starring ?y .?y ns:film.performance.actor ?x .	ns:film.film.release_date_s ?y .?y ns:film.film_regional_release_date.film_release_distribution_medium ?x .
what province is canada's capital located in?	ns:location.location.containedby ?x .	ns:base.wikipedia_infobox.settlement.area_code ?x .
who played <e> in the wizard of oz movie?	ns:film.film_character.portrayed_in_films ?y .?y ns:film.performance.actor ?x .	ns:film.film_character.portrayed_in_films_dubbed ?y .?y ns:film.dubbing_performance.actor ?x .
who played <e> in superman 1?	ns:film.film_character.portrayed_in_films ?y .?y ns:film.performance.actor ?x .	ns:comic_books.comic_book_character.regular_featured_appearances ?y .?y ns:comic_books.comic_book_issue.part_of_series ?x .
which animated television serieses has <e> starred in	ns:tv.tv_actor.starring_roles ?y .?y ns:tv.regular_tv_appearance.series ?x .	ns:tv.tv_actor.guest_roles ?y .?y ns:tv.tv_guest_role.actor ?x .
what role did <e> play in endless love?	ns:film.actor.film ?y .?y ns:film.performance.character ?x .	ns:film.film_story_contributor.film_story_credits ?y .?y ns:film.film.featured_film_locations ?x .
who seized power in <e> in 1922?	ns:military.military_combatant.military_commanders ?y .?y ns:military.military_command.military_commander ?x .	ns:government.governmental_jurisdiction.government_bodies ?y .?y ns:government.governmental_body.jurisdiction ?x .
what years have the <e> won the super bowl?	ns:sports.sports_team.championships ?x .	ns:american_football.football_team.division ?x .
what film <e> starred in that joseph pevney directed	ns:film.actor.film ?y .?y ns:film.performance.film ?x .	ns:award.award_winner.awards_won ?y .?y ns:award.award_honor.notes_description ?x .
what film <e> starred in that peter chan directed	ns:film.actor.film ?y .?y ns:film.performance.film ?x .	ns:award.award_winner.awards_won ?y .?y ns:award.award_honor.award_winner ?x .
where did Barack Obama go to college in 1991?	ns:people.person.education ?y .?y ns:education.education.institution ?x .	ns:education.honorary_degree_recipient.honorary_degrees ?y .?y ns:type.object.type ?x .
what did randy jackson play in <e>?	ns:music.musical_group.member ?y .?y ns:music.group_membership.role ?x .	ns:music.artist.concert_tours ?y .?y ns:common.topic.notable_for ?x .
what year did president Obama graduate from Columbia University?	ns:education.educational_institution.students_graduates ?y .?y ns:education.education.end_date ?x .	ns:education.educational_institution.honorary_degrees_awarded ?y .?y ns:education.honorary_degree.recipient ?x .
who plays young <e> in supernatural?	ns:tv.tv_character.appeared_in_tv_program ?y .?y ns:tv.regular_tv_appearance.actor ?x .	ns:fictional_universe.fictional_character.appears_in_these_fictional_universes ?y .?y ns:fictional_universe.fictional_universe.species ?x .
what bahamian films has <e> acted in	ns:film.actor.film ?y .?y ns:film.performance.film ?x .	ns:people.person.profession ?y .?y ns:base.descriptive_names.names.descriptive_name ?x .
what club did <e> play for before man city?	ns:base.x2010fifaworldcupsouthafrica.world_cup_participant.world_cup_team ?y .?y ns:base.x2010fifaworldcupsouthafrica.current_world_cup_squad.current_club ?x .	ns:sports.pro_athlete.teams ?y .?y ns:sports.sports_team_roster.to ?x .
who was US president when the Vietnam War started?	ns:government.government_office_or_title.office_holders ?y .?y ns:government.government_position_held.office_holder ?x .	ns:base.ontologies.ontology_class.equivalent_classes ?y .?y ns:base.ontologies.ontology_class_mapping.freebase_topic ?x .
who voiced Lucy in Despicable Me?	ns:film.film.starring ?y .?y ns:film.performance.actor ?x .	ns:film.film.release_date_s ?y .?y ns:film.film_regional_release_date.film_regional_debut_venue ?x .
what team does <e> play for 2011 season?	ns:sports.pro_athlete.teams ?y .?y ns:sports.sports_team_roster.team ?x .	ns:american_football.football_player.games ?y .?y ns:american_football.player_game_statistics.season ?x .
what did <e> do before becoming president?	ns:government.politician.government_positions_held ?y .?y ns:government.government_position_held.office_position_or_title ?x .	ns:people.person.education ?y .?y ns:education.education.degree ?x .
who did <e> play for in 2008?	ns:base.prison.prisoner.imprisoned ?y .?y ns:base.prison.imprisonment.prison ?x .	ns:base.schemastaging.athlete_extra.salary ?y .?y ns:base.schemastaging.athlete_salary.athlete ?x .
who voiced Lucy in Despicable Me?	ns:film.film.starring ?y .?y ns:film.performance.actor ?x .	ns:film.film.other_crew ?y .?y ns:type.object.type ?x .
what scottish films has <e> acted in	ns:award.award_nominee.award_nominations ?y .?y ns:award.award_nomination.nominated_for ?x .	ns:tv.tv_actor.starring_roles ?y .?y ns:type.object.type ?x .
who played <e> on star trek the next generation?	ns:film.film_character.portrayed_in_films ?y .?y ns:film.performance.actor ?x .	ns:tv.tv_character.appeared_in_tv_program ?y .?y ns:tv.regular_tv_appearance.seasons ?x .
what team did Shaq play for before the Lakers?	ns:sports.drafted_athlete.drafted ?y .?y ns:sports.sports_league_draft_pick.team ?x .	ns:sports.pro_athlete.sports_played_professionally ?y .?y ns:sports.pro_sports_played.career_start ?x .
what was <e> name in juice?	ns:film.actor.film ?y .?y ns:film.performance.character ?x .	ns:film.film_subject.films ?y .?y ns:film.film.personal_appearances ?x .
who plays faramir in <e>?	ns:film.film.starring ?y .?y ns:film.performance.actor ?x .	ns:film.film.dubbing_performances ?y .?y ns:film.dubbing_performance.character ?x .
what character did Nelly play in the Longest Yard?	ns:film.actor.film ?y .?y ns:film.performance.character ?x .	ns:tv.tv_actor.starring_roles ?y .?y ns:tv.regular_tv_appearance.series ?x .
who played <e> in scrubs?	ns:tv.tv_actor.starring_roles ?y .?y ns:tv.regular_tv_appearance.series ?x .	ns:base.godparents.godchild.godparents ?y .?y ns:tv.tv_actor.starring_roles ?x .
what high school did <e> go to	ns:people.person.education ?y .?y ns:education.education.institution ?x .	ns:people.person.places_lived ?y .?y ns:type.object.type ?x .
who did ben stiller play in <e>?	ns:film.film.starring ?y .?y ns:film.performance.character ?x .	ns:film.film.rating ?y .?y ns:film.content_rating.film_rating_system ?x .
what film <e> starred in that charles martin smith directed	ns:film.actor.film ?y .?y ns:film.performance.film ?x .	ns:people.person.gender ?y .?y ns:base.firsts.first_achievement_category.firsts ?x .
what country did Italy conquer in 1939?	ns:location.statistical_region.places_exported_to ?y .?y ns:location.imports_and_exports.exported_to ?x .	ns:military.military_combatant.military_commanders ?y .?y ns:military.military_command.military_conflict ?x .
what college did <e>?	ns:people.person.education ?y .?y ns:education.education.institution ?x .	ns:people.person.parents ?y .?y ns:type.object.name ?x .
who is the current <e> 2011?	ns:government.government_office_or_title.office_holders ?y .?y ns:government.government_position_held.office_holder ?x .	ns:common.topic.notable_types ?y .?y ns:type.object.type ?x .
who played obi wan kenobi in <e>?	ns:film.film.starring ?y .?y ns:film.performance.actor ?x .	ns:film.film.sequel ?y .?y ns:film.film.starring ?x .
what team does <e> play for now?	ns:sports.pro_athlete.teams ?y .?y ns:sports.sports_team_roster.team ?x .	ns:sports.sports_award_winner.awards ?y .?y ns:sports.sports_award.award_winner ?x .
what character did Nelly play in the Longest Yard?	ns:film.actor.film ?y .?y ns:film.performance.character ?x .	ns:award.award_winner.awards_won ?y .?y ns:award.award_honor.ceremony ?x .
who was the distributor of <e>	ns:film.film.distributors ?y .?y ns:film.film_film_distributor_relationship.distributor ?x .	ns:film.film.produced_by ?y .?y ns:film.producer.films_executive_produced ?x .
who did <e> marry first?	ns:people.person.spouse_s ?y .?y ns:people.marriage.spouse ?x .	ns:people.person.children ?y .?y ns:people.person.date_of_birth ?x .
what has <e> starred in that priyadarshan directed	ns:film.actor.film ?y .?y ns:film.performance.film ?x .	ns:film.writer.film ?y .?y ns:film.film.cinematography ?x .
which male person was the son of <e>	ns:people.person.children ?x .	ns:people.person.spouse_s ?x .
what was <e> best known for?	ns:people.person.profession ?x .	ns:book.book_subject.works ?x .
which italian maestro directed jack nicholson in <e>?	ns:film.film.directed_by ?x .	ns:film.film.film_art_direction_by ?x .
what year did <e> won the slam dunk contest?	ns:sports.sports_award_winner.awards ?y .?y ns:sports.sports_award.season ?x .	ns:award.award_winner.awards_won ?y .?y ns:award.award_honor.award ?x .
which movie did <e> direct in 1986	ns:award.award_nominated_work.award_nominations ?y .?y ns:award.award_nomination.nominated_for ?x .	ns:film.film.directed_by ?y .?y ns:film.director.film ?x .
who is the current governor of Arizona in 2010?	ns:government.governmental_jurisdiction.governing_officials ?y .?y ns:government.government_position_held.office_holder ?x .	ns:government.political_district.representatives ?y .?y ns:government.government_position_held.governmental_body ?x .
who is the first husband of <e>?	ns:people.person.spouse_s ?y .?y ns:people.marriage.spouse ?x .	ns:people.family_member.family ?y .?y ns:common.topic.article ?x .
what has <e> starred in that martin brest directed?	ns:film.actor.film ?y .?y ns:film.performance.film ?x .	ns:film.person_or_entity_appearing_in_film.films ?y .?y ns:film.personal_film_appearance.type_of_appearance ?x .
who did the voice of <e> in star wars?	ns:film.film_character.portrayed_in_films ?y .?y ns:film.performance.actor ?x .	ns:user.jschell.default_domain.fictional_character.appeared_in ?y .?y ns:film.film.starring ?x .
what movie <e> starred in that ravi chopra directed	ns:film.actor.film ?y .?y ns:film.performance.film ?x .	ns:common.topic.webpage ?y .?y ns:common.webpage.in_index ?x .
who is the voice of <e> meg griffin?	ns:tv.tv_program.regular_cast ?y .?y ns:tv.regular_tv_appearance.actor ?x .	ns:tv.tv_program.regular_personal_appearances ?y .?y ns:type.object.type ?x .
